timestamp,vibration,pressure,temperature,is_anomaly
2026-03-26 19:12:04.374910,0.457,100.42,45.52,0
2026-03-26 20:12:04.374910,0.481,102.6,46.33,0
2026-03-26 21:12:04.374910,0.503,96.97,44.52,0
2026-03-26 22:12:04.374910,0.505,97.92,45.68,0
2026-03-26 23:12:04.374910,0.53,99.53,45.02,0
2026-03-27 00:12:04.374910,0.47,103.2,44.0,0
2026-03-27 01:12:04.374910,0.512,98.97,44.23,0
2026-03-27 02:12:04.374910,0.438,102.91,44.8,0
2026-03-27 03:12:04.374910,0.538,100.63,43.63,0
2026-03-27 04:12:04.374910,0.47,97.96,44.76,0
2026-03-27 05:12:04.374910,0.437,96.8,45.31,0
2026-03-27 06:12:04.374910,0.475,102.92,44.45,0
2026-03-27 07:12:04.374910,0.38,98.68,45.01,0
2026-03-27 08:12:04.374910,0.551,104.14,44.78,0
2026-03-27 09:12:04.374910,0.466,99.04,44.31,0
2026-03-27 10:12:04.374910,0.501,96.99,43.35,0
2026-03-27 11:12:04.374910,0.572,100.06,44.19,0
2026-03-27 12:12:04.374910,0.475,99.13,44.62,0
2026-03-27 13:12:04.374910,0.498,100.4,43.85,0
2026-03-27 14:12:04.374910,0.448,101.82,46.21,0
2026-03-27 15:12:04.374910,0.549,102.4,45.65,0
2026-03-27 16:12:04.374910,0.565,97.87,43.09,0
2026-03-27 17:12:04.374910,0.501,100.76,42.78,0
2026-03-27 18:12:04.374910,0.471,100.36,46.96,0
2026-03-27 19:12:04.374910,0.495,98.22,44.36,0
2026-03-27 20:12:04.374910,0.401,103.13,45.67,0
2026-03-27 21:12:04.374910,0.482,99.34,42.77,0
2026-03-27 22:12:04.374910,0.461,100.46,46.52,0
2026-03-27 23:12:04.374910,0.563,100.42,45.91,0
2026-03-28 00:12:04.374910,0.491,102.81,44.3,0
2026-03-28 01:12:04.374910,0.456,99.87,43.25,0
2026-03-28 02:12:04.374910,0.547,101.08,45.99,0
2026-03-28 03:12:04.374910,0.476,99.2,44.55,0
2026-03-28 04:12:04.374910,0.519,100.27,46.26,0
2026-03-28 05:12:04.374910,0.494,99.48,44.78,0
2026-03-28 06:12:04.374910,0.579,101.52,45.56,0
2026-03-28 07:12:04.374910,0.442,99.72,46.52,0
2026-03-28 08:12:04.374910,0.491,103.19,45.41,0
2026-03-28 09:12:04.374910,0.497,99.65,43.94,0
2026-03-28 10:12:04.374910,0.587,96.49,46.04,0
2026-03-28 11:12:04.374910,0.454,101.44,45.11,0
2026-03-28 12:12:04.374910,0.599,95.8,43.58,0
2026-03-28 13:12:04.374910,0.501,100.78,45.42,0
2026-03-28 14:12:04.374910,0.511,96.44,44.66,0
2026-03-28 15:12:04.374910,0.527,101.22,45.85,0
2026-03-28 16:12:04.374910,0.546,99.29,45.24,0
2026-03-28 17:12:04.374910,0.49,100.24,45.37,0
2026-03-28 18:12:04.374910,0.525,98.42,45.38,0
2026-03-28 19:12:04.374910,0.59,100.94,45.27,0
2026-03-28 20:12:04.374910,0.472,99.04,44.79,0
2026-03-28 21:12:04.374910,0.504,97.37,46.11,0
2026-03-28 22:12:04.374910,0.508,100.26,44.56,0
2026-03-28 23:12:04.374910,0.47,103.01,44.98,0
2026-03-29 00:12:04.374910,0.577,100.45,46.01,0
2026-03-29 01:12:04.374910,0.54,101.83,46.19,0
2026-03-29 02:12:04.374910,0.521,100.91,45.0,0
2026-03-29 03:12:04.374910,0.481,101.31,43.31,0
2026-03-29 04:12:04.374910,0.416,97.99,44.23,0
2026-03-29 05:12:04.374910,0.574,100.21,45.56,0
2026-03-29 06:12:04.374910,0.484,103.36,44.03,0
2026-03-29 07:12:04.374910,0.477,99.35,45.63,0
2026-03-29 08:12:04.374910,0.45,101.08,45.84,0
2026-03-29 09:12:04.374910,0.46,100.27,46.48,0
2026-03-29 10:12:04.374910,0.422,97.6,45.31,0
2026-03-29 11:12:04.374910,0.407,102.77,44.89,0
2026-03-29 12:12:04.374910,0.499,99.09,43.95,0
2026-03-29 13:12:04.374910,0.521,102.2,45.39,0
2026-03-29 14:12:04.374910,0.539,99.27,44.85,0
2026-03-29 15:12:04.374910,0.461,100.97,45.69,0
2026-03-29 16:12:04.374910,0.445,102.8,46.3,0
2026-03-29 17:12:04.374910,0.499,101.17,45.41,0
2026-03-29 18:12:04.374910,0.411,102.22,46.39,0
2026-03-29 19:12:04.374910,0.574,101.98,43.69,0
2026-03-29 20:12:04.374910,0.567,101.9,45.08,0
2026-03-29 21:12:04.374910,0.559,102.93,44.93,0
2026-03-29 22:12:04.374910,0.428,100.25,45.42,0
2026-03-29 23:12:04.374910,0.563,103.14,46.45,0
2026-03-30 00:12:04.374910,0.509,97.89,45.11,0
2026-03-30 01:12:04.374910,0.495,104.0,44.63,0
2026-03-30 02:12:04.374910,0.477,99.96,44.22,0
2026-03-30 03:12:04.374910,0.494,100.75,43.45,0
2026-03-30 04:12:04.374910,0.449,101.36,44.22,0
2026-03-30 05:12:04.374910,0.578,98.41,43.94,0
2026-03-30 06:12:04.374910,0.487,101.24,43.43,0
2026-03-30 07:12:04.374910,0.456,96.64,45.67,0
2026-03-30 08:12:04.374910,0.539,94.47,44.58,0
2026-03-30 09:12:04.374910,0.44,99.54,44.44,0
2026-03-30 10:12:04.374910,0.539,97.59,44.21,0
2026-03-30 11:12:04.374910,0.603,101.64,44.15,0
2026-03-30 12:12:04.374910,0.51,98.91,46.63,0
2026-03-30 13:12:04.374910,0.486,99.81,46.67,0
2026-03-30 14:12:04.374910,0.49,99.79,42.69,0
2026-03-30 15:12:04.374910,0.524,98.39,45.68,0
2026-03-30 16:12:04.374910,0.448,98.67,45.66,0
2026-03-30 17:12:04.374910,0.488,98.44,44.42,0
2026-03-30 18:12:04.374910,0.414,99.46,45.4,0
2026-03-30 19:12:04.374910,0.465,99.69,45.54,0
2026-03-30 20:12:04.374910,0.536,96.81,45.43,0
2026-03-30 21:12:04.374910,0.475,101.46,45.0,0
2026-03-30 22:12:04.374910,0.435,98.77,44.64,0
2026-03-30 23:12:04.374910,0.476,97.21,42.89,0
2026-03-31 00:12:04.374910,0.512,101.23,44.11,0
2026-03-31 01:12:04.374910,0.426,96.28,45.31,0
2026-03-31 02:12:04.374910,0.45,102.89,44.69,0
2026-03-31 03:12:04.374910,0.467,99.44,45.11,0
2026-03-31 04:12:04.374910,0.455,99.2,45.39,0
2026-03-31 05:12:04.374910,0.525,102.15,44.36,0
2026-03-31 06:12:04.374910,0.563,100.58,44.85,0
2026-03-31 07:12:04.374910,0.487,95.64,45.4,0
2026-03-31 08:12:04.374910,0.5,97.35,47.43,0
2026-03-31 09:12:04.374910,0.498,99.18,44.97,0
2026-03-31 10:12:04.374910,0.596,97.82,45.21,0
2026-03-31 11:12:04.374910,0.602,99.62,46.17,0
2026-03-31 12:12:04.374910,0.535,98.52,46.17,0
2026-03-31 13:12:04.374910,0.608,99.14,44.39,0
2026-03-31 14:12:04.374910,0.502,99.71,47.49,0
2026-03-31 15:12:04.374910,0.681,96.7,45.86,0
2026-03-31 16:12:04.374910,0.724,97.18,46.81,0
2026-03-31 17:12:04.374910,0.661,98.6,46.85,0
2026-03-31 18:12:04.374910,0.584,102.44,48.17,0
2026-03-31 19:12:04.374910,0.689,102.32,47.42,0
2026-03-31 20:12:04.374910,0.68,101.79,48.11,0
2026-03-31 21:12:04.374910,0.696,100.38,47.16,0
2026-03-31 22:12:04.374910,0.621,102.77,47.43,0
2026-03-31 23:12:04.374910,0.751,100.97,49.84,0
2026-04-01 00:12:04.374910,0.743,99.4,47.61,0
2026-04-01 01:12:04.374910,0.826,101.05,47.3,0
2026-04-01 02:12:04.374910,0.854,100.61,48.14,0
2026-04-01 03:12:04.374910,0.802,100.4,49.32,0
2026-04-01 04:12:04.374910,0.887,97.27,49.73,0
2026-04-01 05:12:04.374910,0.876,99.53,48.7,0
2026-04-01 06:12:04.374910,0.874,101.03,48.21,0
2026-04-01 07:12:04.374910,0.904,99.32,47.89,0
2026-04-01 08:12:04.374910,0.9,99.59,47.32,0
2026-04-01 09:12:04.374910,0.96,99.63,49.11,0
2026-04-01 10:12:04.374910,0.916,99.44,49.38,0
2026-04-01 11:12:04.374910,1.037,100.5,49.9,0
2026-04-01 12:12:04.374910,0.948,98.1,48.09,0
2026-04-01 13:12:04.374910,1.081,100.16,50.45,0
2026-04-01 14:12:04.374910,0.993,99.81,49.6,0
2026-04-01 15:12:04.374910,1.081,100.92,49.65,0
2026-04-01 16:12:04.374910,1.032,101.69,50.1,0
2026-04-01 17:12:04.374910,1.028,96.95,50.23,0
2026-04-01 18:12:04.374910,1.132,102.99,50.74,0
2026-04-01 19:12:04.374910,1.052,101.71,50.09,0
2026-04-01 20:12:04.374910,1.139,100.05,50.78,0
2026-04-01 21:12:04.374910,1.09,102.42,50.63,0
2026-04-01 22:12:04.374910,1.142,99.86,52.57,0
2026-04-01 23:12:04.374910,1.137,104.67,51.19,0
2026-04-02 00:12:04.374910,1.226,101.1,52.67,0
2026-04-02 01:12:04.374910,1.137,97.95,52.43,0
2026-04-02 02:12:04.374910,1.344,100.73,53.08,0
2026-04-02 03:12:04.374910,1.264,100.03,50.98,0
2026-04-02 04:12:04.374910,1.197,99.5,50.77,0
2026-04-02 05:12:04.374910,1.25,103.32,52.57,0
2026-04-02 06:12:04.374910,1.248,100.71,52.87,0
2026-04-02 07:12:04.374910,2.996,76.11,60.34,1
2026-04-02 08:12:04.374910,2.828,88.73,62.97,1
2026-04-02 09:12:04.374910,3.133,85.57,62.15,1
2026-04-02 10:12:04.374910,2.741,86.23,66.28,1
2026-04-02 11:12:04.374910,2.892,88.04,63.91,1
2026-04-02 12:12:04.374910,3.274,86.4,56.81,1
2026-04-02 13:12:04.374910,2.292,81.95,66.94,1
2026-04-02 14:12:04.374910,3.219,82.04,63.4,1
2026-04-02 15:12:04.374910,2.193,82.57,59.61,1
2026-04-02 16:12:04.374910,2.073,79.24,68.38,1
2026-04-02 17:12:04.374910,4.255,90.64,62.57,1
2026-04-02 18:12:04.374910,2.973,85.04,68.44,1
2026-04-02 19:12:04.374910,3.25,92.71,71.6,1
2026-04-02 20:12:04.374910,3.181,88.69,66.17,1
2026-04-02 21:12:04.374910,2.929,80.75,68.91,1
2026-04-02 22:12:04.374910,2.219,82.21,59.8,1
2026-04-02 23:12:04.374910,3.21,85.08,62.46,1
2026-04-03 00:12:04.374910,2.323,81.39,64.09,1
2026-04-03 01:12:04.374910,3.122,87.25,64.0,1
2026-04-03 02:12:04.374910,2.668,80.29,68.26,1
2026-04-03 03:12:04.374910,3.559,85.96,65.08,1
2026-04-03 04:12:04.374910,3.038,87.03,67.47,1
2026-04-03 05:12:04.374910,3.514,89.17,62.08,1
2026-04-03 06:12:04.374910,2.648,90.6,59.84,1
2026-04-03 07:12:04.374910,0.501,97.68,43.98,0
2026-04-03 08:12:04.374910,0.532,99.62,46.63,0
2026-04-03 09:12:04.374910,0.547,100.5,44.66,0
2026-04-03 10:12:04.374910,0.458,100.09,45.33,0
2026-04-03 11:12:04.374910,0.517,100.1,46.03,0
2026-04-03 12:12:04.374910,0.561,102.74,44.04,0
2026-04-03 13:12:04.374910,0.519,98.47,45.79,0
2026-04-03 14:12:04.374910,0.472,101.59,44.59,0
2026-04-03 15:12:04.374910,0.463,99.67,46.58,0
2026-04-03 16:12:04.374910,0.474,99.4,45.99,0
2026-04-03 17:12:04.374910,0.525,96.71,44.65,0
2026-04-03 18:12:04.374910,0.565,98.95,44.5,0
2026-04-03 19:12:04.374910,0.441,97.52,44.66,0
2026-04-03 20:12:04.374910,0.522,97.66,44.03,0
2026-04-03 21:12:04.374910,0.534,99.34,46.94,0
2026-04-03 22:12:04.374910,0.436,100.15,45.56,0
2026-04-03 23:12:04.374910,0.477,100.06,44.1,0
2026-04-04 00:12:04.374910,0.528,100.86,47.06,0
2026-04-04 01:12:04.374910,0.496,100.16,45.57,0
2026-04-04 02:12:04.374910,0.477,97.98,44.97,0
2026-04-04 03:12:04.374910,0.458,100.88,44.79,0
2026-04-04 04:12:04.374910,0.428,101.7,47.71,0
2026-04-04 05:12:04.374910,0.567,98.79,44.02,0
2026-04-04 06:12:04.374910,0.577,98.81,45.48,0
2026-04-04 07:12:04.374910,0.492,101.23,45.77,0
2026-04-04 08:12:04.374910,0.513,100.07,44.91,0
2026-04-04 09:12:04.374910,0.48,100.83,44.37,0
2026-04-04 10:12:04.374910,0.487,102.33,45.37,0
2026-04-04 11:12:04.374910,0.514,101.23,45.42,0
2026-04-04 12:12:04.374910,0.595,102.61,45.02,0
2026-04-04 13:12:04.374910,0.43,98.19,44.46,0
2026-04-04 14:12:04.374910,0.562,100.88,44.2,0
2026-04-04 15:12:04.374910,0.455,100.53,46.3,0
2026-04-04 16:12:04.374910,0.485,98.72,45.79,0
2026-04-04 17:12:04.374910,0.591,98.77,46.15,0
2026-04-04 18:12:04.374910,0.532,98.67,45.92,0
2026-04-04 19:12:04.374910,0.439,100.67,43.45,0
2026-04-04 20:12:04.374910,0.515,97.67,44.14,0
2026-04-04 21:12:04.374910,0.497,102.63,45.1,0
2026-04-04 22:12:04.374910,0.52,100.16,44.76,0
2026-04-04 23:12:04.374910,0.417,99.15,45.47,0
2026-04-05 00:12:04.374910,0.538,101.16,45.3,0
2026-04-05 01:12:04.374910,0.556,99.92,45.33,0
2026-04-05 02:12:04.374910,0.509,100.55,45.93,0
2026-04-05 03:12:04.374910,0.447,101.9,44.62,0
2026-04-05 04:12:04.374910,0.569,98.69,44.72,0
2026-04-05 05:12:04.374910,0.49,103.1,45.69,0
2026-04-05 06:12:04.374910,0.579,100.56,43.24,0
2026-04-05 07:12:04.374910,0.479,100.81,44.06,0
2026-04-05 08:12:04.374910,0.434,96.94,45.63,0
2026-04-05 09:12:04.374910,0.603,99.85,44.44,0
2026-04-05 10:12:04.374910,0.484,96.3,43.97,0
2026-04-05 11:12:04.374910,0.469,100.63,44.57,0
2026-04-05 12:12:04.374910,0.427,97.56,44.28,0
2026-04-05 13:12:04.374910,0.504,99.08,45.16,0
2026-04-05 14:12:04.374910,0.494,101.53,44.96,0
2026-04-05 15:12:04.374910,0.581,99.78,44.37,0
2026-04-05 16:12:04.374910,0.477,100.66,45.19,0
2026-04-05 17:12:04.374910,0.487,98.29,44.88,0
2026-04-05 18:12:04.374910,0.511,98.83,45.39,0
2026-04-05 19:12:04.374910,0.525,102.27,44.26,0
2026-04-05 20:12:04.374910,0.4,100.9,44.67,0
2026-04-05 21:12:04.374910,0.448,102.89,45.62,0
2026-04-05 22:12:04.374910,0.525,100.59,44.16,0
2026-04-05 23:12:04.374910,0.469,99.48,42.96,0
2026-04-06 00:12:04.374910,0.415,101.75,42.89,0
2026-04-06 01:12:04.374910,0.463,101.33,44.68,0
2026-04-06 02:12:04.374910,0.545,99.51,45.11,0
2026-04-06 03:12:04.374910,0.487,100.17,46.59,0
2026-04-06 04:12:04.374910,0.522,99.05,44.61,0
2026-04-06 05:12:04.374910,0.46,101.09,44.37,0
2026-04-06 06:12:04.374910,0.481,100.18,45.41,0
2026-04-06 07:12:04.374910,0.404,99.66,44.5,0
2026-04-06 08:12:04.374910,0.512,99.96,45.77,0
2026-04-06 09:12:04.374910,0.522,102.39,45.07,0
2026-04-06 10:12:04.374910,0.511,100.72,45.69,0
2026-04-06 11:12:04.374910,0.458,98.37,44.69,0
2026-04-06 12:12:04.374910,0.54,100.84,45.51,0
2026-04-06 13:12:04.374910,0.495,98.49,46.3,0
2026-04-06 14:12:04.374910,0.413,101.25,46.21,0
2026-04-06 15:12:04.374910,0.55,99.96,45.17,0
2026-04-06 16:12:04.374910,0.491,98.85,45.48,0
2026-04-06 17:12:04.374910,0.521,98.97,45.29,0
2026-04-06 18:12:04.374910,0.497,101.3,46.66,0
2026-04-06 19:12:04.374910,0.476,97.15,45.46,0
2026-04-06 20:12:04.374910,0.525,100.08,44.84,0
2026-04-06 21:12:04.374910,0.519,103.74,45.12,0
2026-04-06 22:12:04.374910,0.549,101.74,46.44,0
2026-04-06 23:12:04.374910,0.584,100.96,46.38,0
2026-04-07 00:12:04.374910,0.476,101.17,44.62,0
2026-04-07 01:12:04.374910,0.54,100.03,45.14,0
2026-04-07 02:12:04.374910,0.537,98.03,45.48,0
2026-04-07 03:12:04.374910,0.507,101.74,45.82,0
2026-04-07 04:12:04.374910,0.463,97.66,44.29,0
2026-04-07 05:12:04.374910,0.566,100.77,46.74,0
2026-04-07 06:12:04.374910,0.436,102.14,44.74,0
2026-04-07 07:12:04.374910,0.485,96.22,45.03,0
2026-04-07 08:12:04.374910,0.421,101.29,44.38,0
2026-04-07 09:12:04.374910,0.449,98.83,44.9,0
2026-04-07 10:12:04.374910,0.424,98.62,43.59,0
2026-04-07 11:12:04.374910,0.553,98.04,46.7,0
2026-04-07 12:12:04.374910,0.568,101.16,44.59,0
2026-04-07 13:12:04.374910,0.596,103.04,44.72,0
2026-04-07 14:12:04.374910,0.5,98.87,46.29,0
2026-04-07 15:12:04.374910,0.553,98.77,42.71,0
2026-04-07 16:12:04.374910,0.496,101.17,46.64,0
2026-04-07 17:12:04.374910,0.458,101.13,43.55,0
2026-04-07 18:12:04.374910,0.617,100.74,45.3,0
2026-04-07 19:12:04.374910,0.513,97.72,44.22,0
2026-04-07 20:12:04.374910,0.499,99.96,45.29,0
2026-04-07 21:12:04.374910,0.483,101.15,44.29,0
2026-04-07 22:12:04.374910,0.554,99.61,45.38,0
2026-04-07 23:12:04.374910,0.595,103.09,44.4,0
2026-04-08 00:12:04.374910,0.519,101.06,45.32,0
2026-04-08 01:12:04.374910,0.529,98.33,43.07,0
2026-04-08 02:12:04.374910,0.474,98.54,46.23,0
2026-04-08 03:12:04.374910,0.563,99.83,46.97,0
2026-04-08 04:12:04.374910,0.525,97.07,42.76,0
2026-04-08 05:12:04.374910,0.438,97.43,44.83,0
2026-04-08 06:12:04.374910,0.476,96.43,47.93,0
2026-04-08 07:12:04.374910,0.462,102.34,46.47,0
2026-04-08 08:12:04.374910,0.561,98.25,44.74,0
2026-04-08 09:12:04.374910,0.502,100.05,44.77,0
2026-04-08 10:12:04.374910,0.546,100.27,46.11,0
2026-04-08 11:12:04.374910,0.587,102.31,46.42,0
2026-04-08 12:12:04.374910,0.485,103.75,45.46,0
2026-04-08 13:12:04.374910,0.56,99.38,44.01,0
2026-04-08 14:12:04.374910,0.415,98.48,44.0,0
2026-04-08 15:12:04.374910,0.507,99.86,44.7,0
2026-04-08 16:12:04.374910,0.515,99.61,46.9,0
2026-04-08 17:12:04.374910,0.481,100.02,44.92,0
2026-04-08 18:12:04.374910,0.581,100.02,45.06,0
2026-04-08 19:12:04.374910,0.461,96.66,45.37,0
2026-04-08 20:12:04.374910,0.49,101.73,47.01,0
2026-04-08 21:12:04.374910,0.551,97.72,45.82,0
2026-04-08 22:12:04.374910,0.473,101.0,44.44,0
2026-04-08 23:12:04.374910,0.529,101.14,45.6,0
2026-04-09 00:12:04.374910,0.486,96.92,46.61,0
2026-04-09 01:12:04.374910,0.476,98.25,45.96,0
2026-04-09 02:12:04.374910,0.559,99.07,45.61,0
2026-04-09 03:12:04.374910,0.43,101.5,44.86,0
